ENSEMBL_Genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000128383,3255.553152,1.681903063,0.332394397,5.059962136,4.19E-07,1.67E-05
ENSG00000159788,1100.795193,1.392502804,0.275192905,5.06009704,4.19E-07,1.67E-05
ENSG00000204482,3411.614931,0.89332865,0.17656428,5.059509485,4.20E-07,1.67E-05
ENSG00000270938,49.41819441,-1.989934917,0.393331183,-5.059184223,4.21E-07,1.67E-05
ENSG00000073111,1246.925185,-0.538076968,0.106427658,-5.055800134,4.29E-07,1.70E-05
ENSG00000178385,4671.026707,-0.87027014,0.172213614,-5.053434031,4.34E-07,1.72E-05
ENSG00000148680,261.8821459,-1.427217051,0.282891095,-5.045111267,4.53E-07,1.79E-05
ENSG00000224821,49.70675986,1.926873987,0.38232849,5.039838878,4.66E-07,1.83E-05
ENSG00000157017,267.9020903,1.496013826,0.297154433,5.03446579,4.79E-07,1.88E-05
ENSG00000105771,5535.815754,-0.749282644,0.149128234,-5.024418401,5.05E-07,1.98E-05
ENSG00000222009,1628.79759,-0.847640787,0.168732117,-5.023588892,5.07E-07,1.99E-05
ENSG00000087253,3198.05641,1.054290048,0.209909489,5.022593561,5.10E-07,1.99E-05
ENSG00000034152,12975.60045,-0.919605123,0.183184614,-5.02010024,5.16E-07,2.02E-05
ENSG00000101017,2589.915484,-1.096000571,0.21835279,-5.019402644,5.18E-07,2.02E-05
ENSG00000104320,27744.61028,-1.195845988,0.238622561,-5.011453993,5.40E-07,2.10E-05
ENSG00000262001,1044.762569,-1.126455949,0.224768804,-5.011620522,5.40E-07,2.10E-05
ENSG00000253522,2402.457742,-0.910773288,0.182051614,-5.002830065,5.65E-07,2.19E-05
ENSG00000124479,76.01002061,-2.138855979,0.427716999,-5.000633556,5.71E-07,2.21E-05
ENSG00000100906,83298.23609,-0.988688674,0.197751094,-4.999662232,5.74E-07,2.22E-05
ENSG00000167034,318.8980382,-1.750883034,0.350327267,-4.997849726,5.80E-07,2.23E-05
ENSG00000137841,6022.432752,0.634807944,0.127031484,4.997248904,5.82E-07,2.24E-05
ENSG00000160326,8920.090697,-0.988345714,0.198302874,-4.98402114,6.23E-07,2.39E-05
ENSG00000261371,11938.76105,1.880667713,0.377456161,4.982479841,6.28E-07,2.41E-05
ENSG00000132386,279.5603679,1.090265339,0.21889206,4.98083548,6.33E-07,2.42E-05
ENSG00000148737,1910.085359,-0.912330053,0.183239052,-4.978906199,6.39E-07,2.43E-05
ENSG00000198604,19200.16483,-0.85098135,0.170925306,-4.978673838,6.40E-07,2.43E-05
ENSG00000213876,32.77724656,2.200254144,0.441861238,4.979513825,6.37E-07,2.43E-05
ENSG00000266709,292.3923615,-0.998132775,0.200481443,-4.978679132,6.40E-07,2.43E-05
ENSG00000269553,120.5141554,-1.418993958,0.285345896,-4.972890727,6.60E-07,2.50E-05
ENSG00000183696,9724.35398,-1.021993869,0.205577497,-4.971331422,6.65E-07,2.52E-05
ENSG00000071054,54004.75161,-1.253871501,0.252284826,-4.970063081,6.69E-07,2.53E-05
ENSG00000183621,5266.360674,-0.74660617,0.150297322,-4.967528093,6.78E-07,2.56E-05
ENSG00000106701,1376.15195,-1.239841319,0.249761761,-4.96409583,6.90E-07,2.60E-05
ENSG00000119403,4423.344691,-0.661684142,0.133395997,-4.960299842,7.04E-07,2.65E-05
ENSG00000262097,8.027915737,2.183001682,0.440242891,4.958630173,7.10E-07,2.67E-05
ENSG00000150938,3854.86136,-0.838773643,0.169183423,-4.957776776,7.13E-07,2.67E-05
ENSG00000141505,84.33778812,2.160011322,0.435980395,4.954377185,7.26E-07,2.72E-05
ENSG00000251323,211.3819677,-1.498938216,0.302642818,-4.952829291,7.31E-07,2.73E-05
ENSG00000010818,36383.78998,-0.97336014,0.196630639,-4.950195691,7.41E-07,2.76E-05
ENSG00000101350,5487.734491,-0.720609575,0.145657272,-4.947295552,7.53E-07,2.80E-05
ENSG00000147145,36.11320832,-2.046954038,0.413727178,-4.947593842,7.51E-07,2.80E-05
ENSG00000143933,13817.98611,0.682585401,0.138043068,4.944727844,7.63E-07,2.83E-05
ENSG00000205084,302.5287909,-1.13655161,0.229978736,-4.941985647,7.73E-07,2.86E-05
ENSG00000006453,366.4264409,-0.919617474,0.18610217,-4.941465608,7.75E-07,2.87E-05
ENSG00000073737,61.37225785,2.128982319,0.431280663,4.936419606,7.96E-07,2.94E-05
ENSG00000126767,3431.673171,-0.734110819,0.148724545,-4.936043474,7.97E-07,2.94E-05
ENSG00000166068,1390.793797,0.927176013,0.187935093,4.933490587,8.08E-07,2.97E-05
ENSG00000232759,142.9304283,-1.549170297,0.314069739,-4.93256785,8.12E-07,2.98E-05
ENSG00000267607,7281.033616,-1.092457761,0.221503698,-4.932006883,8.14E-07,2.98E-05
ENSG00000100664,20675.82588,-0.590042669,0.119680817,-4.930135716,8.22E-07,3.01E-05
ENSG00000163605,6226.958762,-0.616231982,0.125000901,-4.92982033,8.23E-07,3.01E-05
ENSG00000166797,1912.501965,0.74409735,0.151074649,4.925362105,8.42E-07,3.07E-05
ENSG00000062194,10338.36173,-0.435364992,0.08843088,-4.923223552,8.51E-07,3.09E-05
ENSG00000133657,97883.76784,-1.423553774,0.289133587,-4.92351577,8.50E-07,3.09E-05
ENSG00000149798,5282.492298,-1.260475219,0.255992899,-4.923867901,8.49E-07,3.09E-05
ENSG00000255355,39.34597466,-1.864521652,0.379028113,-4.919217302,8.69E-07,3.15E-05
ENSG00000077463,1965.214668,-0.590807575,0.120185936,-4.915779607,8.84E-07,3.20E-05
ENSG00000227467,33.43712324,-1.734122138,0.353080648,-4.911405223,9.04E-07,3.27E-05
ENSG00000000938,35445.69115,-1.419412335,0.289067325,-4.910317459,9.09E-07,3.28E-05
ENSG00000120437,2173.080133,-0.74054445,0.150848987,-4.909177475,9.15E-07,3.29E-05
ENSG00000095303,1999.601906,1.409746449,0.287339883,4.906198307,9.29E-07,3.34E-05
ENSG00000103569,108599.4953,-1.240159312,0.252810603,-4.905487727,9.32E-07,3.34E-05
ENSG00000158615,18997.57425,-0.763454656,0.155827956,-4.899343328,9.62E-07,3.44E-05
ENSG00000157873,31733.56284,-0.92765374,0.189382979,-4.898295213,9.67E-07,3.46E-05
ENSG00000237513,836.078451,-1.206262544,0.246282705,-4.897877589,9.69E-07,3.46E-05
ENSG00000134830,1746.613708,1.681309448,0.343590493,4.893352645,9.91E-07,3.53E-05
ENSG00000225931,234.1892261,-1.633463625,0.334322462,-4.885892553,1.03E-06,3.66E-05
ENSG00000253616,33.45972053,1.896816055,0.388312312,4.884769285,1.04E-06,3.68E-05
ENSG00000280587,55.12199019,-1.535584352,0.314779405,-4.878287224,1.07E-06,3.79E-05
ENSG00000137809,33.67168603,1.794179911,0.368163365,4.87332549,1.10E-06,3.89E-05
ENSG00000265531,47.81627894,1.44330397,0.296221424,4.872382127,1.10E-06,3.90E-05
ENSG00000196975,2538.763554,0.918171448,0.188519556,4.870430771,1.11E-06,3.93E-05
ENSG00000152380,281.5713495,-1.132750361,0.232769563,-4.866402414,1.14E-06,4.00E-05
ENSG00000103496,6860.202715,-0.642141708,0.131985753,-4.865235009,1.14E-06,4.02E-05
ENSG00000102580,14754.57141,-1.083316135,0.223001893,-4.857878657,1.19E-06,4.17E-05
ENSG00000134330,3212.797418,-0.44068789,0.090730801,-4.857092447,1.19E-06,4.18E-05
ENSG00000162337,413.8608309,-1.138891369,0.234787004,-4.850742808,1.23E-06,4.31E-05
ENSG00000204574,8246.872869,-0.488726506,0.100779021,-4.849486528,1.24E-06,4.33E-05
ENSG00000226435,26.42324693,-2.015992256,0.415886216,-4.847461099,1.25E-06,4.36E-05
ENSG00000128918,8575.739794,-1.281806561,0.26445664,-4.846944137,1.25E-06,4.37E-05
ENSG00000185338,2098.681952,-1.354899538,0.279691672,-4.844261286,1.27E-06,4.42E-05
ENSG00000143061,238.600243,-1.288222416,0.265983102,-4.843249091,1.28E-06,4.44E-05
ENSG00000271821,69.76394166,1.406462014,0.290572105,4.84032014,1.30E-06,4.49E-05
ENSG00000079308,2783.768291,1.836596778,0.379496789,4.839558154,1.30E-06,4.50E-05
ENSG00000259379,121.2804016,-1.967390685,0.406760783,-4.836726562,1.32E-06,4.56E-05
ENSG00000276085,33680.78875,-1.958590666,0.405209033,-4.833531603,1.34E-06,4.63E-05
ENSG00000143344,10991.56503,0.714892366,0.147946485,4.832101051,1.35E-06,4.65E-05
ENSG00000112149,26573.22814,-1.130189891,0.233946654,-4.830972669,1.36E-06,4.67E-05
ENSG00000128594,1134.250198,0.898656463,0.186420119,4.82059805,1.43E-06,4.92E-05
ENSG00000078269,4047.392326,-1.219714785,0.253222617,-4.81676874,1.46E-06,5.00E-05
ENSG00000160255,34480.50095,1.173795845,0.24370758,4.816410902,1.46E-06,5.00E-05
ENSG00000119986,345.2567761,1.438180605,0.298688479,4.81498519,1.47E-06,5.03E-05
ENSG00000179431,113.3223596,-1.544792539,0.321002838,-4.812395275,1.49E-06,5.09E-05
ENSG00000243440,295.2437809,-1.81686649,0.377874644,-4.808119619,1.52E-06,5.19E-05
ENSG00000254415,7136.231636,-0.810743427,0.168762156,-4.804059424,1.55E-06,5.29E-05
ENSG00000172466,15183.31271,-0.520994031,0.108581279,-4.798193896,1.60E-06,5.43E-05
ENSG00000198355,21280.13724,-0.861083925,0.179466136,-4.798030113,1.60E-06,5.43E-05
ENSG00000155090,5863.788994,-0.821189395,0.171256953,-4.795071861,1.63E-06,5.51E-05
ENSG00000103490,1083.864046,1.02860579,0.214663711,4.791707862,1.65E-06,5.59E-05
ENSG00000131871,2780.59577,-0.723683658,0.151075144,-4.790223192,1.67E-06,5.62E-05
ENSG00000084110,646.7776207,1.414173299,0.295283507,4.789205169,1.67E-06,5.63E-05
ENSG00000233746,48.22778919,-1.92756198,0.402475497,-4.789265416,1.67E-06,5.63E-05
ENSG00000163421,465.6387108,1.076443146,0.224943201,4.785399782,1.71E-06,5.73E-05
ENSG00000103888,9137.825209,-1.970460061,0.411900098,-4.783830033,1.72E-06,5.77E-05
ENSG00000114480,3088.91925,-1.241342874,0.259536858,-4.78291556,1.73E-06,5.78E-05
ENSG00000242802,7758.654138,-0.589408465,0.123231443,-4.782938917,1.73E-06,5.78E-05
ENSG00000269713,1937.444366,-1.222675145,0.255858045,-4.778724644,1.76E-06,5.89E-05
ENSG00000056972,2143.301909,-1.313262478,0.274867002,-4.77781061,1.77E-06,5.90E-05
ENSG00000165092,241.7189857,1.840547883,0.385209438,4.778044618,1.77E-06,5.90E-05
ENSG00000035681,18716.68567,-1.018004029,0.213178598,-4.775357567,1.79E-06,5.96E-05
ENSG00000075651,6169.187081,-1.294641992,0.271138613,-4.774834458,1.80E-06,5.96E-05
ENSG00000121931,2559.019895,-0.44076193,0.092307596,-4.774925886,1.80E-06,5.96E-05
ENSG00000225101,239.7088252,1.214853484,0.254644096,4.770789918,1.84E-06,6.07E-05
ENSG00000196878,6695.755396,-1.296123448,0.271836759,-4.76802126,1.86E-06,6.15E-05
ENSG00000142046,475.2811402,0.799078762,0.167622396,4.767136018,1.87E-06,6.16E-05
ENSG00000110844,4030.126021,-0.756401938,0.15870971,-4.765946177,1.88E-06,6.19E-05
ENSG00000090339,33741.28216,-1.045349886,0.219412009,-4.764323923,1.89E-06,6.23E-05
ENSG00000115762,34624.28222,-1.176320396,0.247189751,-4.758774945,1.95E-06,6.40E-05
ENSG00000215533,151.0547315,-1.294293084,0.272118433,-4.756359469,1.97E-06,6.46E-05
ENSG00000217801,729.0403939,-1.169213662,0.246041424,-4.752100855,2.01E-06,6.59E-05
ENSG00000111732,84.15550235,-1.984197905,0.417765133,-4.74955363,2.04E-06,6.66E-05
ENSG00000277406,628.8021255,-1.703489609,0.358959969,-4.745625577,2.08E-06,6.78E-05
ENSG00000048740,11513.88016,0.460038596,0.096965507,4.744353033,2.09E-06,6.82E-05
ENSG00000198018,925.5782823,-0.846608572,0.178568977,-4.741073106,2.13E-06,6.92E-05
ENSG00000111348,26799.04243,0.587014661,0.124101012,4.730135988,2.24E-06,7.28E-05
ENSG00000112242,9690.452954,-0.476331178,0.100695646,-4.730404908,2.24E-06,7.28E-05
ENSG00000096006,50.41362832,1.655432012,0.350303169,4.725712351,2.29E-06,7.43E-05
ENSG00000156273,23564.67022,-0.796690291,0.168622425,-4.724699529,2.30E-06,7.46E-05
ENSG00000012171,101.9963036,1.179088355,0.249728854,4.721474248,2.34E-06,7.56E-05
ENSG00000153898,1387.501762,-1.480046739,0.313568006,-4.720018338,2.36E-06,7.61E-05
ENSG00000110768,3765.106889,-0.534602564,0.113390779,-4.714691692,2.42E-06,7.80E-05
ENSG00000136156,34570.03733,0.918072316,0.194970632,4.708772335,2.49E-06,8.01E-05
ENSG00000173638,2137.820154,1.267788546,0.269260672,4.708405927,2.50E-06,8.02E-05
ENSG00000164124,174.6792108,2.00272452,0.426440395,4.696376198,2.65E-06,8.49E-05
ENSG00000145879,22.48440733,-2.057849367,0.438308887,-4.694975235,2.67E-06,8.54E-05
ENSG00000147650,1545.894325,-0.84260349,0.179516958,-4.693726414,2.68E-06,8.58E-05
ENSG00000123405,203.2680464,1.327326722,0.282828472,4.693044908,2.69E-06,8.59E-05
ENSG00000273129,22.56146365,-1.867520865,0.398014869,-4.692088186,2.70E-06,8.62E-05
ENSG00000090924,4412.799289,-0.74301614,0.158373851,-4.691532935,2.71E-06,8.63E-05
ENSG00000233138,543.2964154,-1.071958047,0.228518018,-4.690912588,2.72E-06,8.64E-05
ENSG00000236056,81.79614411,-1.518885493,0.323958143,-4.688523894,2.75E-06,8.73E-05
ENSG00000204257,2049.419348,0.70001242,0.149329902,4.687690883,2.76E-06,8.76E-05
ENSG00000020577,133.0059111,-0.835953514,0.178684509,-4.678377095,2.89E-06,9.15E-05
ENSG00000064652,225.1086307,1.099329348,0.235137467,4.675262356,2.94E-06,9.26E-05
ENSG00000085733,147.3641222,1.321381287,0.282621536,4.675444435,2.93E-06,9.26E-05
ENSG00000253372,16.186315,-1.934499125,0.41409759,-4.671601988,2.99E-06,9.42E-05
ENSG00000105223,10824.53585,1.541815433,0.33011738,4.670506695,3.00E-06,9.45E-05
ENSG00000280332,397.8786679,-1.105374744,0.236688347,-4.670169699,3.01E-06,9.45E-05
ENSG00000135912,6324.332069,-0.57192162,0.122639544,-4.663435658,3.11E-06,9.75E-05
ENSG00000149346,1002.493023,-0.738864581,0.158447653,-4.663146262,3.11E-06,9.75E-05
ENSG00000142185,12316.30351,-1.054954846,0.226326617,-4.661205387,3.14E-06,9.83E-05
ENSG00000271855,37.52696934,-1.431056055,0.307155582,-4.659059248,3.18E-06,9.92E-05
ENSG00000150337,532.0615832,1.561366557,0.335515314,4.653637239,3.26E-06,0.000101718
ENSG00000185222,637.1007712,-0.758181874,0.162947548,-4.652919818,3.27E-06,0.000101902
ENSG00000223549,36.19809522,-1.333185833,0.286541839,-4.65267424,3.28E-06,0.000101902
ENSG00000279865,72.24544144,-1.112368413,0.239203039,-4.650310546,3.31E-06,0.00010293
ENSG00000255443,184.8354562,-1.332949062,0.286656651,-4.649984766,3.32E-06,0.000102945
ENSG00000009950,5.659074213,2.052033359,0.441429458,4.64860992,3.34E-06,0.000103486
ENSG00000168374,6824.376261,-0.542993403,0.116817506,-4.648219456,3.35E-06,0.000103535
ENSG00000167261,2411.246355,0.807759236,0.173801075,4.647607815,3.36E-06,0.000103695
ENSG00000197083,56.86926392,-1.420982494,0.30592198,-4.644917939,3.40E-06,0.000104906
ENSG00000128039,405.5463693,0.827226087,0.178254753,4.640695821,3.47E-06,0.000106921
ENSG00000240666,21.78281499,1.772796951,0.382753329,4.631695711,3.63E-06,0.000111519
ENSG00000120217,14672.75426,-1.386164761,0.299491131,-4.628400028,3.69E-06,0.000113148
ENSG00000256594,2885.427602,-0.804962752,0.173934602,-4.627962126,3.69E-06,0.000113227
ENSG00000095261,2396.814263,-0.542655433,0.117367207,-4.623569469,3.77E-06,0.00011549
ENSG00000188290,138.7946266,-1.54565007,0.334674276,-4.618371294,3.87E-06,0.000118254
ENSG00000255874,80.07080068,-1.405450488,0.304431141,-4.616644943,3.90E-06,0.000119074
ENSG00000277969,1939.722428,-1.030552589,0.223354616,-4.613974891,3.95E-06,0.000120446
ENSG00000078804,6312.35789,-1.015694027,0.220211621,-4.612354346,3.98E-06,0.000121219
ENSG00000060138,3502.316896,-0.784010028,0.17022618,-4.605695953,4.11E-06,0.000124988
ENSG00000128805,923.1751276,1.215404026,0.264397019,4.596890057,4.29E-06,0.000130204
ENSG00000106258,186.112271,-1.691567951,0.368006842,-4.596566576,4.30E-06,0.000130225
ENSG00000092068,603.8963591,1.91108514,0.416132537,4.592491504,4.38E-06,0.00013261
ENSG00000143387,434.9110959,1.34187402,0.29244932,4.588398499,4.47E-06,0.000135048
ENSG00000169413,538.0318228,1.968259096,0.429208436,4.585788464,4.52E-06,0.000136556
ENSG00000107798,4281.435077,1.230322531,0.268432034,4.583367023,4.58E-06,0.000137956
ENSG00000198246,651.9329106,0.744084808,0.162691988,4.573579903,4.79E-06,0.000144363
ENSG00000115718,45.70103193,1.567774083,0.343304901,4.566710458,4.95E-06,0.000148967
ENSG00000160741,13988.79889,-0.644384778,0.141177551,-4.564357253,5.01E-06,0.00015044
ENSG00000123562,4469.926972,-0.462212383,0.101331705,-4.561379706,5.08E-06,0.000152169
ENSG00000282608,164.7236749,1.46441371,0.321033238,4.561564152,5.08E-06,0.000152169
ENSG00000120913,1941.184514,0.563053136,0.123598171,4.555513509,5.23E-06,0.000156263
ENSG00000137752,10136.19999,-0.870132328,0.19132232,-4.547991724,5.42E-06,0.000161729
ENSG00000261026,78.24751002,-1.777217801,0.391407298,-4.54058422,5.61E-06,0.000167288
ENSG00000138172,1928.195636,0.817960194,0.180204164,4.539074872,5.65E-06,0.000168052
ENSG00000251442,790.4504213,1.84966297,0.40750043,4.539045438,5.65E-06,0.000168052
ENSG00000181444,1266.642804,1.59183524,0.351028836,4.534770586,5.77E-06,0.000171257
ENSG00000155254,231.4002971,1.534888438,0.338645579,4.53243312,5.83E-06,0.000172928
ENSG00000186594,3500.145525,-0.685865966,0.151546622,-4.52577534,6.02E-06,0.00017822
ENSG00000103942,278.3374823,0.750995364,0.166014616,4.523670161,6.08E-06,0.000179758
ENSG00000185070,373.985869,1.900010741,0.420253371,4.521107677,6.15E-06,0.0001817
ENSG00000185386,348.9233091,-0.879543019,0.194651898,-4.518543243,6.23E-06,0.000183665
ENSG00000102221,397.811939,-0.601722089,0.133217162,-4.516851115,6.28E-06,0.000184888
ENSG00000152102,11681.39136,-0.407730608,0.090300873,-4.515245456,6.32E-06,0.000186042
ENSG00000082781,307.7681669,1.441067903,0.319180564,4.514898675,6.33E-06,0.000186095
ENSG00000162881,55.31351456,1.470969446,0.325824471,4.51460703,6.34E-06,0.0001861
ENSG00000130208,91.20526806,1.910809437,0.423371806,4.513312907,6.38E-06,0.000186987
ENSG00000196498,19640.45453,-0.766947964,0.170017616,-4.510991177,6.45E-06,0.000188791
ENSG00000154548,243.994897,-1.245891693,0.276252794,-4.509969561,6.48E-06,0.000189448
ENSG00000235499,371.4967595,-0.942405464,0.209111345,-4.506716107,6.58E-06,0.000192116
ENSG00000101310,5268.706565,-0.366921887,0.081458807,-4.504385702,6.66E-06,0.000193976
ENSG00000157551,3921.985335,1.367528967,0.303741193,4.502283519,6.72E-06,0.000195643
ENSG00000187474,5595.804585,1.987845585,0.441642517,4.501028565,6.76E-06,0.000196539
ENSG00000188176,40.11275673,-1.608502172,0.357457161,-4.499845985,6.80E-06,0.000197371
ENSG00000244675,181.9469063,-1.750630288,0.389490399,-4.494668657,6.97E-06,0.000201965
ENSG00000163518,145.1176833,-1.683256022,0.375152609,-4.486856762,7.23E-06,0.000209232
ENSG00000267064,78.75068595,-0.974133361,0.217435583,-4.480100943,7.46E-06,0.000215678
ENSG00000153132,66.4064144,-1.666108144,0.372555634,-4.472105621,7.75E-06,0.000223408
ENSG00000251194,104.2666806,-1.415826337,0.316597232,-4.472011098,7.75E-06,0.000223408
ENSG00000110079,515.8932591,1.884987383,0.421684576,4.470135945,7.82E-06,0.000225078
ENSG00000219565,16.6182377,-1.85968761,0.416166641,-4.468612872,7.87E-06,0.000226386
ENSG00000166128,13531.89953,-0.550881896,0.123297038,-4.467924817,7.90E-06,0.000226815
ENSG00000170525,62509.02852,-1.048526831,0.234752803,-4.466514632,7.95E-06,0.000228014
ENSG00000118503,77963.83452,-0.742738159,0.166390531,-4.463824687,8.05E-06,0.000230592
ENSG00000186074,1561.951376,1.183046028,0.265223237,4.460567035,8.17E-06,0.000233817
ENSG00000064886,1378.371103,-1.529304086,0.343336743,-4.454239508,8.42E-06,0.000240503
ENSG00000169764,9071.889512,-0.781793792,0.175627633,-4.451428171,8.53E-06,0.000243354
ENSG00000130816,9600.352681,0.47446963,0.106599995,4.450934815,8.55E-06,0.000243594
ENSG00000104081,11610.67736,-0.525724701,0.118155183,-4.449442572,8.61E-06,0.000244972
ENSG00000110799,77.03121628,1.604022955,0.360703728,4.446926467,8.71E-06,0.000247211
ENSG00000133246,1666.00473,1.370500054,0.308188855,4.446948782,8.71E-06,0.000247211
ENSG00000177494,158.5895115,-1.174082881,0.264049232,-4.446454446,8.73E-06,0.000247431
ENSG00000124191,169.8186636,-0.773609753,0.174004574,-4.445916195,8.75E-06,0.000247729
ENSG00000069956,7128.777773,-0.741789359,0.166927863,-4.44377198,8.84E-06,0.000249751
ENSG00000139278,9288.566791,0.708718481,0.159491648,4.443608746,8.85E-06,0.000249751
ENSG00000204472,3137.728081,1.5995897,0.360877984,4.432494556,9.31E-06,0.000262642
ENSG00000107130,1209.131704,-0.971084744,0.219534997,-4.423371016,9.72E-06,0.000273632
ENSG00000248323,3813.540341,-0.670446298,0.151632655,-4.421516579,9.80E-06,0.000275278
ENSG00000267122,312.0886495,-0.761741474,0.172279825,-4.421536157,9.80E-06,0.000275278
ENSG00000142405,827.3884781,1.578394499,0.357208448,4.41869308,9.93E-06,0.000278538
ENSG00000231507,84.68689117,-1.039905365,0.235365373,-4.418259801,9.95E-06,0.000278738
ENSG00000196449,1324.640641,-0.721437333,0.163319854,-4.417327818,9.99E-06,0.000279581
ENSG00000167046,58.22572009,-1.318196096,0.298535427,-4.415543267,1.01E-05,0.000281536
ENSG00000125633,11773.02911,-0.725501065,0.164368844,-4.413859993,1.02E-05,0.000283371
ENSG00000179134,6035.0994,-0.457575438,0.103677883,-4.413433445,1.02E-05,0.000283566
ENSG00000236700,42.58953157,1.51180753,0.34257014,4.413132829,1.02E-05,0.000283596
ENSG00000065413,9409.55094,0.403083237,0.091431674,4.408573292,1.04E-05,0.000289262
ENSG00000268240,82.46341731,-1.228863464,0.279200641,-4.40136334,1.08E-05,0.000298662
ENSG00000108582,31230.16038,-1.161659177,0.264288373,-4.395422945,1.11E-05,0.000305777
ENSG00000152056,496.6934285,-1.218862052,0.277293237,-4.39557079,1.10E-05,0.000305777
ENSG00000166446,1845.458145,-0.857817182,0.195156008,-4.395545851,1.10E-05,0.000305777
ENSG00000227392,20.99685655,-1.747021052,0.397821246,-4.391472474,1.13E-05,0.000310991
ENSG00000159216,8623.015999,-0.525385943,0.119700189,-4.389182243,1.14E-05,0.000313885
ENSG00000125148,14806.24287,-1.598805218,0.364865417,-4.381903971,1.18E-05,0.000324147
ENSG00000181374,92.71115666,1.914959312,0.437535086,4.376698858,1.20E-05,0.000331562
ENSG00000135446,2143.166271,-0.516166366,0.117957142,-4.375880559,1.21E-05,0.000332387
ENSG00000185897,231.524092,-1.073447755,0.245369655,-4.374818693,1.22E-05,0.000333588
ENSG00000117000,4976.2026,-0.540582069,0.123720662,-4.369375822,1.25E-05,0.00034158
ENSG00000162494,253.0857198,-1.758891697,0.402650969,-4.368278808,1.25E-05,0.000342867
ENSG00000167612,37.80185368,-1.440174758,0.329918134,-4.365248853,1.27E-05,0.000347217
ENSG00000092964,1840.238539,0.866969211,0.198658776,4.364112318,1.28E-05,0.000348589
ENSG00000236527,11.82256991,-1.816659985,0.4166617,-4.360035939,1.30E-05,0.000354701
ENSG00000103066,917.6436078,0.920570903,0.211246881,4.357796422,1.31E-05,0.000357586
ENSG00000126698,6841.298391,-0.402778615,0.092428878,-4.35771398,1.31E-05,0.000357586
ENSG00000186652,30.40722641,-1.438964002,0.330576974,-4.352886357,1.34E-05,0.000365098
ENSG00000197956,12753.48225,1.246385333,0.286470501,4.350833089,1.36E-05,0.000368074
ENSG00000248429,533.71591,1.801701069,0.414134438,4.350522202,1.36E-05,0.000368136
ENSG00000198853,2099.602187,-0.819471698,0.188448561,-4.348516613,1.37E-05,0.000371056
ENSG00000171552,5332.447473,-1.111187616,0.255921075,-4.341915241,1.41E-05,0.000381909
ENSG00000165732,9329.541336,-0.762592701,0.175693358,-4.340475404,1.42E-05,0.000383943
ENSG00000231256,60.47793791,-1.622803803,0.373960199,-4.339509405,1.43E-05,0.000385156
ENSG00000181744,899.1719267,0.575616033,0.132707435,4.337481414,1.44E-05,0.000388244
ENSG00000196083,2067.841586,0.756811806,0.17456596,4.335391659,1.46E-05,0.000391466
ENSG00000088320,14.83839507,-1.904062627,0.439451994,-4.332811437,1.47E-05,0.000395444
ENSG00000134152,5466.531906,-0.631152202,0.145674388,-4.332623,1.47E-05,0.000395444
ENSG00000150048,55.71941105,1.553192674,0.358750337,4.329452869,1.49E-05,0.000400685
ENSG00000105321,2230.14539,-0.436197666,0.100817893,-4.32658977,1.51E-05,0.000405302
ENSG00000280247,34.22070396,-1.692018918,0.391092905,-4.326386132,1.52E-05,0.000405302
ENSG00000105967,17961.46771,-0.770016528,0.178046455,-4.324806839,1.53E-05,0.000407715
ENSG00000137819,23.05127353,1.649110587,0.38160447,4.321518002,1.55E-05,0.000413333
ENSG00000242732,1777.274125,1.152832768,0.266913868,4.31911903,1.57E-05,0.000417339
ENSG00000145779,12346.25097,-0.771689733,0.178901817,-4.313481816,1.61E-05,0.000427605
ENSG00000176994,17623.55862,-0.338595987,0.078504516,-4.313076544,1.61E-05,0.000427866
ENSG00000092295,369.5952857,-0.912292799,0.211572278,-4.311967566,1.62E-05,0.000429493
ENSG00000113580,19943.03201,-0.730292646,0.16937951,-4.311576098,1.62E-05,0.00042973
ENSG00000175895,5868.110934,-0.767543443,0.178147697,-4.308466825,1.64E-05,0.000435283
ENSG00000180509,248.1399293,-0.873156873,0.202738899,-4.30680485,1.66E-05,0.000438032
ENSG00000099937,56.21350678,-1.808577669,0.419995789,-4.306180483,1.66E-05,0.000438736
ENSG00000279355,459.2657526,-0.744793879,0.173006954,-4.304993885,1.67E-05,0.000440559
ENSG00000160789,7641.681423,1.348559804,0.313421268,4.302706751,1.69E-05,0.000444593
ENSG00000148734,46.76918146,-1.549752996,0.360498127,-4.298921075,1.72E-05,0.000451707
ENSG00000102921,39404.63909,-0.968086025,0.22540101,-4.294949809,1.75E-05,0.000459313
ENSG00000178803,419.5697936,-0.993825935,0.231435439,-4.294182165,1.75E-05,0.000460348
ENSG00000280594,116.080996,-0.922999034,0.214959156,-4.293834475,1.76E-05,0.000460514
ENSG00000261024,42.92950163,-1.452499199,0.338476095,-4.291290352,1.78E-05,0.000465261
ENSG00000161643,61.69238794,1.542436658,0.359569551,4.289675401,1.79E-05,0.000468093
ENSG00000064225,1745.312947,0.874334205,0.204042318,4.285063094,1.83E-05,0.000477126
ENSG00000181704,2167.605413,-0.390959636,0.091241377,-4.284894061,1.83E-05,0.000477126
ENSG00000264769,337.7074101,-1.08940071,0.254280743,-4.284243856,1.83E-05,0.00047795
ENSG00000205269,1818.110882,1.175887075,0.274667016,4.281136817,1.86E-05,0.000484092
