ENSEMBL_Genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000134602,5221.608289,-0.749168049,0.195337703,-3.835245507,0.000125439,0.002510973
ENSG00000228526,438.7641285,1.578245405,0.411510234,3.835251896,0.000125436,0.002510973
ENSG00000148677,318.2913416,1.386030923,0.361612894,3.832913441,0.000126635,0.002527923
ENSG00000152804,512.7610979,0.803986794,0.209747705,3.833113657,0.000126531,0.002527923
ENSG00000188372,331.0742586,-1.651558928,0.430883577,-3.832958641,0.000126611,0.002527923
ENSG00000145358,25.51568957,-1.641956257,0.428508053,-3.831797899,0.00012721,0.002537085
ENSG00000136478,1477.155488,0.643791955,0.168069273,3.830515487,0.000127875,0.002548008
ENSG00000111249,21.54377072,1.330734051,0.347499651,3.829454353,0.000128428,0.002556676
ENSG00000143322,6809.971254,-0.765117784,0.199810897,-3.829209506,0.000128556,0.002556879
ENSG00000166401,4028.112264,-0.712846559,0.186181992,-3.82876213,0.000128789,0.002559189
ENSG00000236546,11.27483794,1.598291425,0.417536943,3.827904214,0.000129239,0.002565778
ENSG00000170579,85.97826691,-1.439597692,0.376129195,-3.827402159,0.000129503,0.00256867
ENSG00000134453,6519.875596,-0.740227465,0.193462966,-3.826197237,0.000130138,0.002576567
ENSG00000188215,3240.754291,-0.672924121,0.175866724,-3.82633,0.000130068,0.002576567
ENSG00000074855,1036.496451,0.58032551,0.15169187,3.82568631,0.000130408,0.002577223
ENSG00000177706,3371.804122,1.296563195,0.338900464,3.825793504,0.000130352,0.002577223
ENSG00000260971,16.39867331,-1.601785042,0.418810177,-3.824608692,0.00013098,0.00258617
ENSG00000137221,3400.276571,-0.290916517,0.076092747,-3.823183268,0.00013174,0.002598812
ENSG00000160211,7071.855229,0.629911274,0.164889017,3.820213666,0.000133336,0.002624586
ENSG00000169403,61607.03011,-0.582026784,0.152359851,-3.820079759,0.000133409,0.002624586
ENSG00000181026,1174.431847,-0.609975326,0.159667219,-3.820291538,0.000133294,0.002624586
ENSG00000104419,9824.335247,-0.836507885,0.219070134,-3.818447869,0.000134294,0.00263481
ENSG00000126262,21637.90255,-0.893175877,0.233907541,-3.818499706,0.000134266,0.00263481
ENSG00000134108,12833.00774,-0.607208239,0.159028755,-3.818229219,0.000134413,0.00263481
ENSG00000278195,1033.542167,-1.080563152,0.282962844,-3.818745734,0.000134132,0.00263481
ENSG00000224137,182.3215889,-1.291940241,0.338429837,-3.817453722,0.000134836,0.002640722
ENSG00000095951,10123.30023,-0.739014278,0.19362169,-3.816794891,0.000135196,0.002645397
ENSG00000257354,756.3661592,-1.017701591,0.266889926,-3.813188479,0.000137185,0.002681901
ENSG00000105639,21226.58263,-0.396130217,0.103894976,-3.812794748,0.000137404,0.002682064
ENSG00000231119,21.6338634,-1.352548807,0.354745548,-3.812729473,0.000137441,0.002682064
ENSG00000131188,218.0210755,-0.884074458,0.23190905,-3.812160235,0.000137758,0.002684688
ENSG00000134470,1660.712975,-1.39554347,0.366087912,-3.812044664,0.000137822,0.002684688
ENSG00000173039,17736.58884,-0.841879413,0.220860131,-3.81182157,0.000137946,0.002684707
ENSG00000219200,1978.50767,-0.682759878,0.179170233,-3.810676959,0.000138587,0.002694756
ENSG00000104365,11743.20119,-0.471076574,0.123656707,-3.809551353,0.000139219,0.002704634
ENSG00000236124,6.341085697,-1.67518816,0.439826805,-3.808745033,0.000139674,0.002711045
ENSG00000099337,2241.397582,0.571032526,0.149942897,3.808333277,0.000139907,0.00271314
ENSG00000105011,320.690589,0.951132694,0.249833858,3.80706083,0.000140628,0.002722276
ENSG00000173825,77.80357308,1.246888251,0.327504154,3.807244077,0.000140524,0.002722276
ENSG00000103319,1430.702016,0.500986291,0.131651531,3.805396607,0.000141577,0.002738208
ENSG00000140093,89.28533507,-1.672613968,0.43963267,-3.804571596,0.00014205,0.002743522
ENSG00000266378,36.53886758,-1.466950012,0.385585235,-3.804476623,0.000142104,0.002743522
ENSG00000136379,1072.982048,-1.458736043,0.383483116,-3.803912044,0.000142429,0.002747346
ENSG00000119922,9069.423977,1.502824942,0.395250018,3.802213472,0.000143409,0.002763803
ENSG00000080815,15463.44306,-0.566913966,0.149233518,-3.798838038,0.000145376,0.002799229
ENSG00000004799,32.92742512,1.533687972,0.403813268,3.798012826,0.000145861,0.002806077
ENSG00000139974,938.1335146,0.48595454,0.127966344,3.797518359,0.000146152,0.002809193
ENSG00000128641,266.6085771,-1.47808743,0.389628961,-3.793576912,0.000148493,0.002851661
ENSG00000135127,5916.297629,-0.400171198,0.105588304,-3.789919743,0.000150696,0.002891421
ENSG00000235865,78.36514533,0.968419076,0.255731474,3.786859162,0.000152564,0.002924672
ENSG00000103187,21968.13088,0.957192841,0.252810649,3.786204593,0.000152966,0.002929799
ENSG00000125571,13.75750932,-1.595766547,0.421615832,-3.784882881,0.000153781,0.002942821
ENSG00000198585,1527.250443,0.469320547,0.124145111,3.780419081,0.000156565,0.002993455
ENSG00000109743,1076.809526,1.089554056,0.288331306,3.778826769,0.000157569,0.003010011
ENSG00000154589,740.7614033,0.667958717,0.176837212,3.777252032,0.000158568,0.00302644
ENSG00000259367,16.26739957,-1.601528237,0.424179014,-3.775595171,0.000159626,0.003043957
ENSG00000273472,130.0396729,-0.836335157,0.221797448,-3.77071586,0.00016278,0.003101379
ENSG00000118322,43.1469775,-1.231867174,0.326742531,-3.770146387,0.000163152,0.003105742
ENSG00000114861,6485.573236,-0.378513354,0.10043476,-3.768748543,0.000164068,0.003118264
ENSG00000246263,875.7384187,0.565555534,0.150066269,3.768705246,0.000164097,0.003118264
ENSG00000129625,4664.929178,0.43394907,0.115251449,3.765237438,0.000166391,0.003159102
ENSG00000109436,7221.551494,-0.838880984,0.222881244,-3.763802498,0.000167349,0.003174521
ENSG00000162777,9374.36966,-0.499389906,0.13288909,-3.7579451,0.000171314,0.003246909
ENSG00000100122,5.459242512,1.624039694,0.432191177,3.75768822,0.00017149,0.003247412
ENSG00000166578,114.3809831,1.535134522,0.408631206,3.75677261,0.000172119,0.003256475
ENSG00000234065,36.66982806,-1.113144521,0.296507804,-3.754182878,0.000173908,0.003287464
ENSG00000115756,3445.485826,0.615733613,0.164121701,3.751689197,0.000175647,0.003314577
ENSG00000198178,9.388839603,1.623300457,0.432680772,3.751727745,0.00017562,0.003314577
ENSG00000162891,31.54931075,-1.628233409,0.434468157,-3.747647287,0.000178501,0.003365511
ENSG00000135929,31783.20197,0.513822596,0.137163162,3.746068453,0.000179628,0.003380887
ENSG00000253958,475.9934395,1.486104669,0.396705895,3.746111884,0.000179597,0.003380887
ENSG00000168488,13662.26389,-0.277234127,0.074030063,-3.744885737,0.000180476,0.003393915
ENSG00000166926,6.506384806,1.63045341,0.435489131,3.743958902,0.000181143,0.003403521
ENSG00000131724,6986.700236,1.073236075,0.28698188,3.739734635,0.000184215,0.00345824
ENSG00000128274,478.6182231,-1.005967541,0.269029603,-3.739244792,0.000184574,0.003458989
ENSG00000177426,7347.547733,-0.531645949,0.142172224,-3.73945017,0.000184423,0.003458989
ENSG00000240023,100.3405039,-1.172589713,0.31360802,-3.739029735,0.000184732,0.003458989
ENSG00000273443,111.7049643,-1.045980087,0.279847923,-3.737673218,0.000185731,0.003474707
ENSG00000268581,82.93757722,-1.137100711,0.30429989,-3.736776605,0.000186394,0.003484117
ENSG00000066294,11391.80819,0.701995272,0.187992106,3.734174197,0.000188332,0.003517313
ENSG00000112715,11785.59442,-1.217348232,0.326231225,-3.731550319,0.000190305,0.003551107
ENSG00000167291,1034.959894,-0.48937446,0.131221454,-3.729378429,0.000191953,0.003578782
ENSG00000108702,200.9987539,-1.587503751,0.425744782,-3.728768546,0.000192418,0.003584379
ENSG00000227502,1136.507143,-0.718630437,0.192835486,-3.726650382,0.000194041,0.003611528
ENSG00000273485,187.4643609,0.876162134,0.235228405,3.724729306,0.000195525,0.003636027
ENSG00000198740,3094.345354,0.416959273,0.112007424,3.722603906,0.000197179,0.003663648
ENSG00000155329,1505.381373,-0.317767444,0.085400675,-3.720900839,0.000198513,0.003683537
ENSG00000185905,4518.344474,0.580811532,0.156098317,3.720805859,0.000198588,0.003683537
ENSG00000266389,206.8285693,-0.618512508,0.166252201,-3.720326739,0.000198965,0.003687387
ENSG00000115295,3836.189143,0.372339754,0.100125816,3.718718816,0.000200236,0.003704618
ENSG00000185947,12928.05413,-0.788263433,0.211965765,-3.718824276,0.000200152,0.003704618
ENSG00000160293,1212.78253,-0.629969341,0.169433397,-3.718094259,0.000200731,0.003710629
ENSG00000167986,15025.87938,0.440689436,0.118620989,3.715105069,0.000203119,0.00375158
ENSG00000042062,133.4323469,-1.105603218,0.297708041,-3.713716344,0.000204238,0.003768792
ENSG00000258819,41.65288748,1.631256385,0.4392752,3.713518051,0.000204398,0.003768792
ENSG00000165795,377.9699324,0.479180552,0.129053764,3.713030431,0.000204792,0.003772863
ENSG00000008118,610.0137319,-1.192189333,0.321538489,-3.707765555,0.000209096,0.003848891
ENSG00000160013,2964.71989,-1.018341084,0.274687732,-3.70726816,0.000209507,0.003853193
ENSG00000257027,1547.139817,-0.872274601,0.235429017,-3.705042864,0.000211355,0.003883894
ENSG00000090376,40924.57148,-0.733313868,0.197955341,-3.704440936,0.000211857,0.003889839
ENSG00000162783,29329.55307,-0.808998986,0.218401547,-3.704181577,0.000212074,0.003890535
ENSG00000142621,180.2397963,1.189575964,0.321208902,3.703433985,0.000212701,0.003898733
ENSG00000255833,87.57144079,1.267910441,0.342428177,3.702704757,0.000213313,0.003906666
ENSG00000175315,6.806023019,1.635952377,0.441919654,3.701922653,0.000213972,0.003912632
ENSG00000272114,182.775385,-1.312611153,0.354578581,-3.701890707,0.000213999,0.003912632
ENSG00000161091,6209.44999,0.519502506,0.140388485,3.700463788,0.000215206,0.003931394
ENSG00000174574,9883.138567,-0.397878708,0.107562987,-3.699029907,0.000216425,0.003947035
ENSG00000228404,41.7655138,-1.149330556,0.310706525,-3.699087281,0.000216376,0.003947035
ENSG00000163513,19447.53092,0.485943926,0.131434535,3.697231673,0.000217963,0.003971757
ENSG00000100024,1684.111899,-0.681295791,0.184304819,-3.696570693,0.000218531,0.003978773
ENSG00000110934,8573.45487,0.484131739,0.130989603,3.695955451,0.000219061,0.003981757
ENSG00000170275,3392.491889,0.657940462,0.178016354,3.695955167,0.000219062,0.003981757
ENSG00000126860,5617.720904,0.452908625,0.122625112,3.693441085,0.00022124,0.004017988
ENSG00000108405,951.3643236,1.029145573,0.27889588,3.690070902,0.000224192,0.004064993
ENSG00000133069,375.7351158,-0.991754924,0.268766755,-3.690020836,0.000224236,0.004064993
ENSG00000152484,4462.797416,-0.504017475,0.13660361,-3.689635095,0.000224576,0.004064993
ENSG00000275718,12.78799044,-1.628145856,0.441268143,-3.689697253,0.000224521,0.004064993
ENSG00000035403,2362.838567,0.578833787,0.156959698,3.687786074,0.000226214,0.004091231
ENSG00000276523,172.1178071,-0.828412385,0.224693053,-3.686862468,0.000227036,0.004102689
ENSG00000051523,43395.03086,-0.67617635,0.18351037,-3.684676516,0.000228993,0.004134622
ENSG00000197442,4970.523723,-0.780611868,0.211877188,-3.684265753,0.000229363,0.004137858
ENSG00000185010,397.6877073,-0.725638499,0.19698691,-3.683688926,0.000229883,0.004143799
ENSG00000166523,32186.77984,-0.935750515,0.254221974,-3.68084041,0.000232466,0.0041869
ENSG00000151693,188.8419419,-1.232253204,0.334802016,-3.680542968,0.000232738,0.004188318
ENSG00000167193,5159.637467,-0.394386537,0.10718176,-3.679604988,0.000233596,0.004197367
ENSG00000279447,33.99532967,-1.322006232,0.359282731,-3.679570758,0.000233627,0.004197367
ENSG00000230583,1093.081473,-0.779516801,0.211896117,-3.678768689,0.000234363,0.00420711
ENSG00000177575,14877.07345,1.437682136,0.390877221,3.678091379,0.000234986,0.004214815
ENSG00000008294,18892.28722,-0.615469274,0.1675881,-3.672511793,0.000240178,0.004304395
ENSG00000082153,8648.875835,-0.400041253,0.10898501,-3.670608034,0.000241974,0.004328316
ENSG00000174502,36.23793142,-1.419162452,0.386612279,-3.670764037,0.000241827,0.004328316
ENSG00000253831,263.8606798,-1.51724102,0.413364861,-3.670464433,0.00024211,0.004328316
ENSG00000104915,2131.814646,0.616972698,0.168155409,3.669062449,0.000243442,0.004348543
ENSG00000085117,36702.92098,-0.882126824,0.240595383,-3.666432886,0.000245957,0.004389876
ENSG00000105514,2188.008561,1.183188406,0.322815613,3.665214316,0.000247132,0.004407213
ENSG00000178695,10783.25002,1.349453582,0.368205061,3.664951202,0.000247386,0.00440813
ENSG00000279212,17.35580681,-1.591247022,0.434334302,-3.663645755,0.000248651,0.00442704
ENSG00000102970,44.89215316,-1.448871891,0.395798955,-3.660625865,0.0002516,0.004472609
ENSG00000171596,99.6586309,1.254381909,0.342670763,3.660603838,0.000251622,0.004472609
ENSG00000233030,51.89671968,1.009738508,0.276058807,3.657693512,0.000254495,0.004519991
ENSG00000134061,574.1080912,0.894619469,0.244940669,3.65239253,0.000259808,0.004610591
ENSG00000145022,1417.904588,0.408098802,0.111745498,3.652037979,0.000260167,0.004611675
ENSG00000182853,1110.591494,1.61384711,0.441918237,3.651913353,0.000260294,0.004611675
ENSG00000157827,1034.031219,-1.055618269,0.289090903,-3.651509809,0.000260703,0.004615167
ENSG00000105520,2800.194378,0.981403889,0.268784428,3.651267661,0.000260949,0.004615763
ENSG00000117335,13361.95323,0.4306531,0.117954875,3.650998731,0.000261223,0.004616843
ENSG00000090382,50322.60497,1.499266379,0.410994719,3.647896944,0.000264396,0.004665338
ENSG00000250510,1243.567369,1.302397561,0.357023559,3.647931707,0.00026436,0.004665338
ENSG00000026508,131073.0968,-0.770671523,0.211324732,-3.646859104,0.000265465,0.004680415
ENSG00000040933,7249.767194,0.396597683,0.108764386,3.646392875,0.000265947,0.004685112
ENSG00000100504,2178.133182,0.95417914,0.261769745,3.645108562,0.000267279,0.004704759
ENSG00000267874,12.47273568,-1.539423438,0.422415326,-3.644336141,0.000268083,0.004715092
ENSG00000162976,1383.862758,0.456765656,0.125362468,3.64355986,0.000268893,0.004725519
ENSG00000249738,35.38379127,-1.409546272,0.38711524,-3.641154174,0.000271419,0.004766048
ENSG00000204055,193.9608143,1.118728999,0.307659659,3.636255088,0.00027663,0.004853647
ENSG00000154429,1532.339048,0.652035928,0.17934695,3.635612032,0.000277321,0.004854018
ENSG00000165238,218.312224,-1.052593341,0.289505764,-3.635828621,0.000277089,0.004854018
ENSG00000257764,11430.55165,1.497858711,0.411994285,3.63562983,0.000277302,0.004854018
ENSG00000151702,4819.207015,0.450102367,0.123835614,3.634676265,0.00027833,0.004867751
ENSG00000246100,487.5850817,1.544300877,0.424940959,3.634153978,0.000278894,0.0048737
ENSG00000179163,26610.00704,1.589986638,0.43758421,3.633555784,0.000279542,0.004881095
ENSG00000020129,3100.616545,-0.494267472,0.136136747,-3.630669048,0.000282687,0.004932057
ENSG00000139146,4374.017688,-0.441315086,0.121644367,-3.627912231,0.000285722,0.004981009
ENSG00000138641,6815.489656,0.385756415,0.106347574,3.627317473,0.000286381,0.004988492
ENSG00000014914,140.0655206,-1.233364821,0.340120068,-3.62626301,0.000287552,0.005004887
ENSG00000116337,6502.521118,0.911161961,0.251332465,3.625325363,0.000288598,0.005015051
ENSG00000140995,4183.54486,0.640079904,0.176553953,3.625406806,0.000288507,0.005015051
ENSG00000068001,551.0038651,0.796028134,0.219658503,3.623934986,0.000290155,0.005037339
ENSG00000106462,1126.876231,-0.868354768,0.239641329,-3.623560145,0.000290576,0.005037339
ENSG00000161642,4815.112656,1.233120828,0.340301259,3.623615241,0.000290514,0.005037339
ENSG00000103196,822.8457796,1.354839413,0.3741482,3.621130375,0.000293319,0.00508084
ENSG00000264269,5.882099744,-1.594297228,0.44033685,-3.620630948,0.000293885,0.005086605
ENSG00000267296,17.09048492,1.531139289,0.422926579,3.620343023,0.000294213,0.005088218
ENSG00000161640,15.57074202,1.598608181,0.441802301,3.618379031,0.000296454,0.005122904
ENSG00000117013,76.90463963,-1.309667012,0.362122072,-3.616645082,0.000298446,0.005153232
ENSG00000139354,499.0034353,1.124017582,0.310859314,3.615840136,0.000299375,0.005165171
ENSG00000168961,2158.78635,1.133945994,0.313747339,3.61420115,0.000301275,0.00519383
ENSG00000114166,3086.40074,0.356479286,0.098658742,3.613255955,0.000302376,0.005208677
ENSG00000261359,266.6384794,0.847558576,0.234631654,3.612294247,0.0003035,0.005223899
ENSG00000258597,56.29954402,-1.405375822,0.389103637,-3.611829058,0.000304045,0.00522914
ENSG00000205622,41.81673025,-1.543948477,0.428293466,-3.604884502,0.000312292,0.005366728
ENSG00000105501,2972.144712,-0.743436429,0.206332199,-3.603104278,0.000314439,0.005399365
ENSG00000133056,2226.963221,-0.724845153,0.201207853,-3.602469505,0.000315208,0.005408299
ENSG00000188483,875.5805562,1.138070766,0.31610751,3.600264872,0.000317893,0.005450063
ENSG00000235101,41.91161059,-1.129476483,0.31376976,-3.599698331,0.000318587,0.005457646
ENSG00000197283,2786.920205,-0.324499362,0.090155233,-3.599340293,0.000319025,0.005460862
ENSG00000162267,75.04548926,0.859883762,0.239059923,3.596938173,0.000321985,0.005507184
ENSG00000112297,8562.54736,0.513305244,0.142770323,3.595321728,0.000323991,0.005537137
ENSG00000144668,75.53866888,-1.288598922,0.358536716,-3.594050109,0.000325577,0.005559876
ENSG00000138316,870.8754937,-0.978837214,0.272447501,-3.592755337,0.0003272,0.005583199
ENSG00000145819,8256.002791,0.612881837,0.170637577,3.59171671,0.000328507,0.005601106
ENSG00000075420,29988.95412,-0.841461669,0.23429271,-3.591497437,0.000328783,0.005601428
ENSG00000230062,25.67975907,-1.236668271,0.344353064,-3.591279993,0.000329058,0.005601715
ENSG00000136052,1572.91972,-0.763249542,0.21259019,-3.590238775,0.000330375,0.005612545
ENSG00000178184,303.9815097,-1.061137773,0.295547972,-3.590407904,0.000330161,0.005612545
ENSG00000228830,3287.479316,0.506256257,0.141011973,3.590165048,0.000330469,0.005612545
ENSG00000226312,349.3183135,-0.753208585,0.209921047,-3.588056534,0.000333152,0.005653702
ENSG00000007237,16528.02323,0.93619974,0.260992529,3.587074864,0.000334408,0.005666175
ENSG00000117523,37231.25995,-0.484003086,0.134924306,-3.587219373,0.000334223,0.005666175
ENSG00000261377,97.73006936,-0.878972829,0.245120709,-3.585877473,0.000335947,0.005687807
ENSG00000260542,29.32897743,-1.421161727,0.396557281,-3.583748916,0.000338698,0.005729921
ENSG00000277801,803.3796445,0.588894337,0.164383264,3.582447037,0.000340391,0.005754084
ENSG00000067048,12007.2396,-0.428325574,0.11961422,-3.580891746,0.000342424,0.005783951
ENSG00000198805,4773.490466,-0.596844988,0.166696285,-3.580433662,0.000343024,0.005789602
ENSG00000102038,75.2274909,-0.769015557,0.214835983,-3.579547269,0.00034419,0.005804768
ENSG00000138964,8087.397429,0.614913855,0.171919444,3.576755725,0.000347885,0.005862536
ENSG00000280153,440.6264812,0.442096576,0.123657849,3.575159852,0.000350014,0.005893845
ENSG00000175556,1057.398583,-0.487451302,0.136388635,-3.573987681,0.000351585,0.00591115
ENSG00000258302,109.4100427,-1.159810185,0.324513183,-3.574000217,0.000351569,0.00591115
ENSG00000055208,17977.60492,-0.562141455,0.15743917,-3.57053112,0.000356258,0.005985081
ENSG00000100883,3586.827028,-0.391398131,0.109651429,-3.569475894,0.000357696,0.006004599
ENSG00000232586,300.7577339,1.033426897,0.289900805,3.564760361,0.000364189,0.006106073
ENSG00000264743,16.74284236,1.344200134,0.377088763,3.56467831,0.000364303,0.006106073
ENSG00000128218,106.7905625,0.949272212,0.26663169,3.560237772,0.000370519,0.006205482
ENSG00000124762,25519.71536,-1.059036537,0.297482923,-3.559991034,0.000370867,0.006206534
ENSG00000092067,166.7007811,1.142397859,0.32093258,3.559619461,0.000371393,0.006210541
ENSG00000120910,2220.356583,-0.470415899,0.132250145,-3.557016132,0.000375091,0.006267568
ENSG00000074660,16438.61822,-1.182692072,0.332580912,-3.556103285,0.000376396,0.006279721
ENSG00000081087,10243.40272,-0.423936574,0.119210177,-3.556211274,0.000376242,0.006279721
ENSG00000271032,147.2530925,-0.895269965,0.251818418,-3.555220359,0.000377662,0.006296015
ENSG00000175356,25.43564985,-1.169968104,0.329106592,-3.554982285,0.000378005,0.00629689
ENSG00000147614,27.4979843,1.432039859,0.40285859,3.554696103,0.000378416,0.00629892
ENSG00000272841,142.8334638,-0.648442981,0.182443335,-3.554215778,0.000379108,0.006305608
ENSG00000076716,31.63478066,1.340843315,0.377338225,3.553425615,0.000380249,0.006314917
ENSG00000119865,92.0934422,-1.06001749,0.298293578,-3.553604798,0.00037999,0.006314917
ENSG00000140044,1210.214146,1.191800669,0.335592647,3.551331294,0.000383288,0.006360526
ENSG00000196358,815.9364281,0.62478496,0.17600236,3.549866946,0.000385426,0.006391132
ENSG00000111266,17303.85084,-0.517693605,0.145950898,-3.547039539,0.000389586,0.006455193
ENSG00000185624,32869.49629,-0.437968952,0.123501601,-3.546261345,0.000390738,0.006469356
ENSG00000262413,6341.126568,-0.474560349,0.13384331,-3.545641172,0.000391659,0.006479664
ENSG00000136160,37.61946083,1.563190749,0.441471162,3.54086718,0.000398814,0.006593022
ENSG00000162711,2884.491954,-0.874090432,0.247082158,-3.537650951,0.000403703,0.006668774
ENSG00000087589,2068.447862,1.009193458,0.285319426,3.537065364,0.0004046,0.006676195
ENSG00000254281,829.2973756,-1.312965011,0.371213252,-3.53695619,0.000404767,0.006676195
ENSG00000143850,94.46761833,-1.126885817,0.318642044,-3.536525819,0.000405427,0.006682013
ENSG00000227028,99.73852807,1.457116238,0.412188998,3.535068243,0.00040767,0.00671389
ENSG00000053254,8749.84786,0.558560159,0.158081367,3.533371252,0.000410296,0.006752023
ENSG00000010610,5563.59414,0.838865242,0.237598137,3.530605304,0.00041461,0.006817856
ENSG00000090674,7038.975491,-0.69975469,0.198216619,-3.530252377,0.000415163,0.006821797
ENSG00000244586,29.52664124,-1.461966779,0.414164013,-3.529922287,0.000415682,0.006825155
ENSG00000232860,59.87959782,-1.032986044,0.292700749,-3.529154078,0.00041689,0.006839833
ENSG00000185432,1074.130531,0.598693399,0.169686496,3.528232441,0.000418345,0.00685727
ENSG00000242048,2634.866791,-0.647404054,0.183500335,-3.528081053,0.000418584,0.00685727
ENSG00000220305,101.8180749,-1.097105726,0.311075546,-3.526814439,0.000420591,0.006879787
ENSG00000245261,123.7064802,-0.72974853,0.206904477,-3.526982797,0.000420324,0.006879787
ENSG00000137507,504.2995375,-1.085065636,0.307761734,-3.525667797,0.000422416,0.006904445
ENSG00000134107,24895.70421,-0.771583058,0.218870672,-3.525292137,0.000423016,0.00690905
ENSG00000268199,471.5411543,-0.552478529,0.156747706,-3.524635489,0.000424066,0.006920997
ENSG00000166016,1469.272903,-1.366815562,0.387943574,-3.523232895,0.000426317,0.00695251
ENSG00000115594,8282.38565,-0.901333807,0.255871104,-3.522608818,0.000427322,0.006963676
ENSG00000246130,23.13848313,1.283131613,0.364280619,3.522371347,0.000427705,0.006964696
ENSG00000205436,19.61511904,-1.322815971,0.375610586,-3.521774994,0.000428668,0.006975157
ENSG00000077585,5101.552129,-0.949429405,0.269662102,-3.520811403,0.000430228,0.006995316
ENSG00000125863,2958.182265,-0.50201974,0.1426253,-3.519850555,0.00043179,0.007015458
ENSG00000255221,58.59690106,-1.412508618,0.401513161,-3.517963433,0.000434872,0.00706026
ENSG00000110203,36.7154918,1.459720231,0.415010809,3.517306537,0.00043595,0.007072476
ENSG00000145431,446.4460391,1.177878385,0.335139496,3.514591386,0.000440431,0.007139845
ENSG00000077420,5064.784335,0.471185234,0.134093944,3.513844247,0.000441672,0.007154621
ENSG00000146281,2393.904525,-0.553137758,0.157434849,-3.513439131,0.000442346,0.007155787
ENSG00000183020,4390.300153,0.386665505,0.11005434,3.513405347,0.000442402,0.007155787
ENSG00000072274,11719.96584,-0.894325696,0.254951944,-3.507820659,0.000451794,0.007300091
ENSG00000131401,1233.150337,-0.940502191,0.268124889,-3.507701929,0.000451995,0.007300091
ENSG00000164754,20481.40195,-0.427012827,0.12175561,-3.507130615,0.000452967,0.007310352
ENSG00000147459,8532.23926,1.021518797,0.291610908,3.503019837,0.000460015,0.007418598
ENSG00000163217,19.03356577,-1.493804244,0.426606323,-3.501598933,0.000462475,0.007452742
ENSG00000203747,10601.43343,1.283380303,0.366569804,3.501052974,0.000463424,0.007458887
ENSG00000222047,1891.271904,-0.950851837,0.271595555,-3.500984531,0.000463543,0.007458887
ENSG00000129315,6094.685662,-0.279280513,0.079838653,-3.498061449,0.000468653,0.00753554
ENSG00000035862,9951.237688,1.168127284,0.333964913,3.497754524,0.000469193,0.007538641
ENSG00000272914,275.1044555,-0.929885206,0.265878089,-3.49741195,0.000469796,0.007542755
ENSG00000106105,3856.009177,-0.327363048,0.093614531,-3.496925557,0.000470653,0.007547494
ENSG00000245748,5157.874603,0.636909735,0.1821381,3.496850651,0.000470785,0.007547494
ENSG00000274029,36.83530157,-1.469870991,0.420404389,-3.496326467,0.000471711,0.007556765
ENSG00000137193,20171.08895,-0.638271656,0.18263057,-3.494878517,0.000474278,0.007592283
ENSG00000197321,5471.550369,-0.795008657,0.227532059,-3.494051162,0.00047575,0.007610247
ENSG00000010704,274.382302,0.92585276,0.265006644,3.493696402,0.000476382,0.007614763
ENSG00000153721,41.20406935,-1.250224026,0.358008404,-3.492163903,0.000479124,0.007647342
ENSG00000182117,4876.24564,-0.65466242,0.187465181,-3.492181411,0.000479093,0.007647342
ENSG00000267601,828.7623842,1.16727871,0.334294186,3.491770899,0.00047983,0.007652983
ENSG00000119844,7895.965943,-0.376224108,0.107781399,-3.490621858,0.000481898,0.007680334
ENSG00000136026,5918.19614,-0.747874361,0.214364447,-3.4887985,0.000485197,0.007727247
ENSG00000241155,26.04778363,-1.454963754,0.417397082,-3.485802413,0.000490663,0.007808586
ENSG00000260997,637.430474,-1.083453407,0.3108633,-3.485304981,0.000491576,0.007817395
ENSG00000136695,681.9589831,-1.373601523,0.394239682,-3.484178753,0.00049365,0.007844627
ENSG00000127022,40556.04858,-0.350804427,0.100710084,-3.483309844,0.000495255,0.007864386
ENSG00000103381,2667.399866,0.812405975,0.233242672,3.483093239,0.000495656,0.007865007
ENSG00000110446,16153.37452,-0.571888829,0.164223041,-3.482390926,0.000496958,0.007879914
ENSG00000204463,17473.33168,-0.341508813,0.098073836,-3.482160249,0.000497386,0.007880957
ENSG00000243797,23.96775666,-1.337899072,0.384309823,-3.481303346,0.00049898,0.007900457
ENSG00000251136,896.51168,-1.248198128,0.35868625,-3.4799163,0.00050157,0.007935691
ENSG00000148459,404.3300113,-1.10305305,0.317152561,-3.477988783,0.000505191,0.007987163
ENSG00000143653,599.6157714,0.578821173,0.166547678,3.475408246,0.000510076,0.008058541
ENSG00000028137,146869.8676,-0.885474994,0.254848429,-3.474516196,0.000511775,0.008074259
ENSG00000143409,761.0035604,0.598529087,0.172263575,3.474495907,0.000511814,0.008074259
ENSG00000117298,15211.28713,-0.905511893,0.260672435,-3.473753919,0.000513231,0.008090747
ENSG00000082074,26435.56236,0.593985223,0.171055744,3.472465816,0.000515701,0.008123781
ENSG00000173575,24782.73234,-0.315403983,0.090870252,-3.470926687,0.000518666,0.00816457
ENSG00000186205,21.08990176,1.282748992,0.369674987,3.469937212,0.00052058,0.008188777
ENSG00000259651,11.28571005,-1.468688493,0.423405313,-3.468753103,0.00052288,0.008219004
ENSG00000068137,24.87723618,1.245341896,0.359070296,3.468239808,0.00052388,0.00822877
ENSG00000154153,1593.234413,-0.406072064,0.117124074,-3.467024759,0.000526253,0.00825665
ENSG00000197006,11689.65793,-0.610774943,0.176171053,-3.466942691,0.000526414,0.00825665
